PRSM,FICO,TotalAmtOwed,Volume,Stress,Num_Delinquent,Num_CreditLines,WomanOwned,CorpStructure,NAICS,Months
0.7774487027397937,735,28877.211,13671.19510155952,0.17602223010667806,4,11,1,Corp,444240,25
1.2261827472252618,690,538259.958,172526.23586958193,0.2599894229067127,5,8,1,LLC,445291,15
1.017012641375779,733,363420.17,418986.90532055043,0.0722815290456316,4,11,1,Partner,459210,13
0.9159498460076473,850,151122.061,32340.076982610277,0.38940863035375706,3,10,1,Corp,445230,22
0.9249448507652247,673,40775.729,26655.866788204457,0.127475780235003,5,11,1,LLC,441120,15
0.8114657713332161,635,80735.673,77340.83184749883,0.08699121265292649,5,9,0,LLC,445291,29
1.1108887002132881,727,116037.107,58387.8546486265,0.16561250580036746,4,10,1,Partner,445131,23
0.5999835580872966,751,28517.406,12188.666537818817,0.19497214831715873,4,13,0,Partner,722511,19
0.6165137773276899,729,158602.32,229876.99773906518,0.057495356777725715,4,10,0,Partner,459310,16
1.0882353740901372,721,595937.624,202690.63538116368,0.24501116478951926,4,9,0,LLC,459910,15
1.210971039722005,812,358668.025,223241.81644463137,0.1338862161191312,4,9,1,Partner,445230,13
0.9161903548385928,711,642387.423,412831.9713534812,0.12967088056308454,5,10,0,LLC,722511,20
0.5556656281806527,706,267791.336,139514.61372945216,0.1599541730441366,5,12,0,Sole,459210,22
1.0096501272557776,671,959914.572,764328.1128508687,0.10465777675196902,5,12,0,Corp,722330,15
0.9502818875789759,761,509955.58,164897.16687534883,0.257713938563042,4,9,0,LLC,458310,16
1.2205351344149713,708,227010.805,66275.01652241196,0.285440397844881,5,11,1,Partner,459210,27
0.6282214230187556,742,259831.533,210061.62084667577,0.10307750488988314,4,10,0,Sole,441120,12
0.8801896540821634,732,44511.368,8923.860647096173,0.41565873934547237,4,11,1,Sole,445291,15
1.0408554702546673,737,136665.862,60218.9883076367,0.189123433544782,4,11,1,LLC,458310,20
0.5722186811531302,706,123807.282,52092.80873509626,0.1980556193939489,5,10,0,Corp,445291,21
0.7093341394156336,699,279030.204,155887.1666359233,0.14916248400554094,5,9,0,Partner,445320,23
0.9608176199531594,771,640364.788,1180516.6151913616,0.04520371136384478,4,13,1,Sole,445240,15
0.8715202711404455,728,93189.393,53038.52451013819,0.14641777503662623,4,11,1,LLC,722410,16
0.9502924836595656,694,222612.726,224259.82306390497,0.08272128393998464,5,8,1,LLC,459310,20
0.5385370473749966,694,103544.478,29711.485878066345,0.29041652562956793,5,9,0,Sole,445110,21
0.47542692891445315,739,242967.299,224121.7934768753,0.0903405001475493,4,12,0,Partner,722330,20
0.8188512459402494,687,15260.2,4387.488684544506,0.28984310268719365,5,9,0,LLC,445110,25
1.015528941877667,694,202339.358,40549.33080072137,0.4158296285956635,5,10,1,Sole,459910,21
1.1679992759934044,738,588761.579,317835.89066071,0.15436728940421002,4,12,1,LLC,444140,14
1.0655845116675409,741,214994.182,61283.24078278528,0.29235043063137195,4,11,1,LLC,445240,18
1.0130628873902074,841,62813.074,113033.23630668431,0.0463087053362887,3,10,1,Corp,445230,19
0.6763548686871371,614,355658.134,128446.54704282648,0.23074328205530828,5,12,0,Sole,722514,23
1.001804264204575,805,374663.003,241700.89174311105,0.1291758449524072,4,10,1,Sole,441120,14
0.8059341337396214,850,88291.267,97299.20674921571,0.07561835115775639,3,10,1,Sole,445110,15
0.926635745611374,657,76372.623,53829.313227276114,0.11823270386394362,5,11,1,Partner,722513,15
0.7822098923440268,679,47314.992,21948.365827506594,0.17964508296369724,5,9,0,LLC,722511,16
0.8482919230170923,850,144147.833,300359.22023374436,0.03999317686108816,3,11,1,Corp,445230,20
0.7091287744866159,753,62566.531,38659.16064065059,0.13486784236724675,4,13,1,Corp,445240,16
1.0134846607259007,711,408535.2,139677.45551434893,0.24373725791777923,5,8,0,LLC,445292,15
0.6757423394270478,699,205833.823,59923.949896003876,0.2862431233772391,5,9,0,Partner,444240,13
1.0073674867103395,729,18340.906,10019.470970020491,0.1525438656298844,4,10,1,Partner,458210,19
0.6679351622653995,596,165738.992,60347.821435050275,0.22886630102350042,5,8,0,Partner,441120,10
1.1447267856874965,702,67288.282,15197.188764649436,0.36897329632285336,5,8,1,Partner,459210,20
1.374502179281063,838,632346.134,489260.57093931973,0.10770438963740284,3,13,1,LLC,445292,25
1.007172845874266,721,234410.069,280150.352759861,0.06972745964525323,4,12,1,Partner,445240,16
0.9850011858896558,719,479320.977,615707.7154554699,0.06487398768497135,4,12,1,LLC,445320,17
1.018217894803233,755,208418.208,90985.6274494577,0.1908893139155191,4,10,1,LLC,458310,17
1.114819393825058,693,566779.803,149737.38253700733,0.3154299176982527,5,8,1,Sole,445250,13
0.8740901571057246,836,111216.346,34098.040056817066,0.2718053242324237,3,12,0,Partner,459910,17
0.8415389432019035,671,170291.625,80236.41457974675,0.17686444271379595,5,12,0,LLC,458310,17
0.5460325580052792,595,15998.671,5501.596125276737,0.24233377968403136,5,11,0,Corp,445250,13
0.6787272273875391,608,57501.322,116854.98368447805,0.04100618289650088,5,11,0,LLC,722410,14
0.79907876110728715,653,214959.923,211417.59412449572,0.08472959400965559,5,10,0,LLC,445250,17
0.870317040757665,714,106853.841,44391.935986058445,0.200587934547313,4,8,1,Sole,445292,22
0.806675712101565,589,242171.302,159121.97215673016,0.12682687098332177,5,8,0,LLC,445240,16
0.8563573444569211,687,212083.982,80435.95628058739,0.21972344190221396,5,8,1,Sole,445292,18
0.9767866951046359,838,71819.37,25707.180050876497,0.23281229166930506,3,10,1,Corp,722513,15
0.6355977841176985,651,308449.337,158232.94439060782,0.1624447520436356,5,10,0,Partner,722514,22
1.052369689743791,583,675813.123,660727.9791714496,0.08523592465483641,5,12,1,LLC,459910,19
0.5555326665232216,714,85144.122,37004.175517510805,0.1917444018349335,4,11,0,Sole,722513,26
0.75502103598695,544,492468.984,160057.66404326065,0.2564018552020595,6,10,0,Corp,722330,20
0.8190148928782544,662,451562.584,175544.3134694836,0.2143630550577471,5,9,0,Corp,444140,13
0.6110993307210403,638,256474.792,66117.39148567081,0.32325684442595315,5,11,0,Corp,722514,22
0.5808536657145961,638,243462.001,85306.04032674668,0.2378319284967693,5,12,0,Sole,459210,20
0.9244466469710308,712,284804.233,139318.45993583382,0.1703556448604471,5,10,1,Corp,441120,12
0.4912771147551839,663,100696.649,29899.998486462468,0.2806484227905882,5,9,0,Sole,459310,12
1.03423272953576,712,352062.113,109678.04509184971,0.2674966479580957,5,8,1,Corp,445230,15
0.36527107624988664,641,145075.602,60438.811614598846,0.20003095985890929,5,8,0,Sole,444240,22
0.9228643549704498,646,437127.75,296150.6007260942,0.12300266287047361,5,12,0,LLC,445240,22
0.5092095663903408,734,236000.753,262922.84747859894,0.07480038195717272,4,12,0,Sole,458210,13
1.1842431375139026,700,939298.599,351714.58043567266,0.22255228416473397,5,9,0,LLC,444240,21
1.0008150743869595,672,217290.509,51258.67134611026,0.3532581305980485,5,8,0,LLC,445292,13
0.9471673393170604,671,179234.159,141371.3252598502,0.10565211784789415,5,9,1,LLC,444140,13
0.8168768601517123,695,227543.061,202485.26677232014,0.09364593312026642,5,9,0,LLC,445320,19
1.0086357068517653,687,212030.698,54584.13665279945,0.32370622523031395,5,8,1,Partner,444140,11
1.196555281716484,718,688360.15,349581.27841305546,0.1640915843483884,4,8,1,Corp,459210,22
0.6889138515268867,649,218016.764,288814.05482270644,0.06290574632117349,5,9,0,LLC,722514,21
0.7591007735221045,656,20014.866,8003.706428303189,0.20839163891642154,5,9,0,Partner,722330,25
1.002871694656218,631,132053.639,39703.37661651501,0.27716710402130507,5,12,1,Partner,441120,17
0.9707139297507033,687,443013.94,251858.1015331083,0.14658185743721353,5,10,0,Partner,459210,18
1.1688424462268991,836,341647.894,82244.79828311813,0.34616970833008076,3,12,1,Partner,459210,10
0.6145013939424131,693,176090.447,55896.49075151347,0.26252460072852324,5,9,0,Partner,459310,13
0.35082730949195856,650,42915.241,54325.73510293212,0.06583012777567204,5,11,0,Corp,459910,10
0.9136759082650854,651,895948.218,528367.2912647136,0.1413076712627049,5,8,0,Sole,445230,23
0.5041133685674217,575,251296.783,248898.9219632278,0.08413615622821863,5,9,0,Sole,445131,18
0.7143808731647463,755,58560.122,72391.17442555036,0.06741167283707272,4,9,1,Sole,459910,12
1.0442893045755453,737,135238.173,44114.12350965344,0.25547028600792293,4,10,1,Partner,444240,24
1.319537384090489,805,220770.829,50845.91790093685,0.36182981530940855,4,12,1,LLC,722330,22
0.6716179899669235,630,108249.223,128573.49483986208,0.07016040587967741,5,8,0,LLC,458210,22
1.0247584870184363,736,117353.155,45246.71430763836,0.21613568483319487,4,8,1,Partner,722513,30
1.2255096560654923,696,912102.04,297230.7123616193,0.2557222392309825,5,10,0,LLC,445110,21
0.40881217944502274,651,45297.064,33759.076310453616,0.11181453244218258,5,11,0,Corp,445292,15
0.7821179809063568,621,448117.345,225940.7770164573,0.16527832017065827,5,12,1,Corp,445240,15
0.5867822559758142,719,58488.893,29901.489342662997,0.16300440291823223,4,11,0,Sole,445320,9
0.9112148465940016,817,417438.785,118252.54118774232,0.2941718213178875,4,13,0,Sole,444240,18
0.6867722929202641,663,492095.059,164682.84508910318,0.24901149577022197,5,11,0,Corp,444240,9
0.2818186224304493,530,35848.822,51467.38896385279,0.05804455779622864,6,8,0,Corp,445240,19
0.4751067777314007,795,157373.386,99551.76739676962,0.1317349674071069,4,11,0,Corp,445240,16
0.7428156490836564,613,368542.72,153605.91706546923,0.19993952003973547,5,12,0,Partner,459210,20
0.5716241758164534,715,101370.624,32569.330387017293,0.2593713748369645,4,8,0,Corp,445320,12
1.0464815301203738,686,131599.962,74894.29351909446,0.14642855930277288,5,10,1,LLC,444240,16
0.841469694906617,709,212914.084,81503.83235739889,0.2176933258246064,5,8,0,LLC,459910,13
0.7116442600089026,661,545709.568,349480.1216920465,0.13012413156192473,5,10,0,Sole,722511,11
0.8052566669243547,691,86814.845,50734.69537351892,0.14259611422527166,5,9,1,Sole,444240,21
0.9584223794572896,757,178405.122,162070.62180387526,0.0917321926363123,4,9,1,Corp,459310,19
0.5589247700052421,645,177105.07,162668.07915484576,0.09072926852037326,5,10,0,Partner,459210,21
0.7133194313565515,638,427585.329,291585.06770669995,0.1222014248886081,5,12,1,Sole,445230,15
0.5274749619152318,656,48539.489,26908.623137463597,0.1503219765650166,5,10,0,Partner,445320,17
2.846994200255722,743,136453.754,51899.02365044777,0.2191013504079389,4,13,1,LLC,459310,15
1.0402493910823327,842,369085.563,551872.2225804505,0.05573233982711697,3,12,1,Corp,445250,24
0.8424974529380768,654,282944.977,633704.5846076332,0.03720779154206757,5,10,1,LLC,445240,15
0.6762075581500279,553,153317.627,39583.678214461404,0.3227711393429563,6,8,0,Partner,444140,15
0.5825296147930024,715,367566.228,449887.45232232235,0.068084848425723,4,8,0,Corp,441120,15
0.5333562289985955,667,226288.726,146426.60042654639,0.12878393528498927,5,8,0,Sole,458310,13
0.9512250825624335,534,812881.022,183348.66719069215,0.36946047224992073,6,12,0,Corp,722330,15
0.8852482366918977,676,182950.421,51479.87641746425,0.29615200108550754,5,11,1,Sole,445250,20
0.8075608206402106,658,211286.077,68085.07294189867,0.2586054816796429,5,12,0,LLC,445131,22
0.61243828873757,651,237278.809,65399.8458765349,0.30234374130884395,5,11,0,Sole,722514,16
0.9003953832921504,737,218913.464,306230.03692878713,0.05957217276798021,4,12,1,Sole,459310,24
0.6419403490139745,656,251740.588,127533.72488270613,0.16449282221331912,5,10,0,Partner,722514,14
0.45718151243272354,655,338182.507,135444.94273035217,0.20806886558650364,5,10,0,Corp,459910,16
1.08693396421848,850,255791.244,116619.83877847313,0.18278139657259337,3,12,1,Sole,459910,19
0.5166785556842522,695,11027.069,23068.85100120439,0.039833904888400856,5,8,0,Corp,445320,16
1.259063633567881,834,345857.893,105167.28284070415,0.2740537770381399,3,11,1,LLC,459210,18
0.9803742551213084,831,310942.922,124378.20246968619,0.20833160193790382,3,9,1,Corp,445110,16
0.7531147704583964,657,115249.227,67415.67456323084,0.14246096790134574,5,10,0,Partner,444140,24
0.8409081758620636,699,109892.78,33133.065549968094,0.2763925255529362,5,9,0,Partner,444140,17
0.7348915492442947,632,160480.341,87613.05454508142,0.15264119964130135,5,8,0,LLC,722410,14
0.8678046897509861,715,88260.124,30405.926407254836,0.24189397273481633,4,9,1,Corp,445291,17
1.2740613000769423,719,796328.687,355044.6196457074,0.18690812434472837,4,8,1,LLC,458310,12
0.9485790521235344,718,44920.193,14231.607029645955,0.26303068998946294,4,9,0,LLC,441120,15
1.0143932299473286,703,123540.997,30723.938807065417,0.3350834392680742,5,9,1,LLC,459310,17
0.33762346268909,537,57727.062,56488.04644470484,0.08516117661652542,6,10,0,Sole,722330,24
0.8676220145763933,684,494117.953,244040.8885942465,0.1687278567150083,5,12,1,Sole,722511,16
0.9973954368185989,734,34059.719,8928.140046110637,0.3179060702461896,4,12,1,Corp,722514,16
0.6017127772204753,710,305201.706,270024.11648971017,0.094189644357078,5,10,0,Corp,441120,15
0.6211581366833342,707,435276.582,1448923.7474680059,0.02503447718583338,5,9,0,Sole,445250,15
0.8516494506073211,711,154960.665,280951.4318019357,0.045963064388665015,5,12,1,Sole,459210,20
1.3055028177612642,736,295625.639,73682.44371685234,0.33434653730183145,4,8,1,Partner,441120,22
0.7042661139950029,780,248795.9,117640.17164665194,0.17624074647681567,4,11,0,Partner,444140,16
0.4631715816292442,718,25033.112,10951.223604895047,0.19048945961930794,4,12,0,Corp,459210,16
0.7611698620116502,691,178102.537,125564.59057532804,0.11820114265756694,5,8,1,Corp,445240,16
0.7453204278322604,662,525933.178,345377.2000445037,0.12689825740577515,5,9,0,Corp,722330,20
0.8901903341701102,701,134742.556,72088.84455509757,0.15575983222690362,5,12,1,LLC,458210,17
0.854441355432026,664,133659.534,33858.41725704476,0.32896677997204693,5,11,0,LLC,444140,13
0.9138297947806664,749,262200.723,285397.1520243919,0.07656019022969279,4,13,1,Partner,459210,16
0.979269501957916,737,235724.057,331104.3680520179,0.05932773261867861,4,11,1,Partner,459310,20
0.7476957400883761,780,106568.943,89626.16374801286,0.09908652650768955,4,10,1,Corp,722330,20
0.960205666492611,733,95204.553,51445.69538597524,0.15421528838276394,4,10,1,Partner,722410,16
0.8778827483415854,640,488343.429,153553.60747624564,0.2650233128277072,5,12,0,LLC,444140,20
1.2854478682019816,838,222872.084,91823.98162654573,0.20226386764846432,3,13,1,LLC,445110,24
0.5352623336650009,658,27347.486,12681.200684799947,0.17971146607578653,5,8,0,Partner,458210,19
0.5862293525025358,783,64158.635,34949.8812083478,0.15297771356629503,4,9,0,Corp,722513,19
0.47560453236012856,625,23997.033,4862.936845001001,0.41122326152676747,5,10,0,Sole,722410,22
0.5881811997123694,622,48859.423,44004.69080565342,0.09252692176194634,5,10,0,Partner,459210,63
0.609305745694671,796,172283.826,78791.50609587165,0.1822148885253032,4,12,0,Sole,444240,23
1.438216119497127,701,634114.287,187944.2182901172,0.28116245198045914,5,10,1,Partner,722330,16
1.1563844847990563,766,252028.71,109496.6683878571,0.1918085071374565,4,11,1,LLC,445131,24
0.6259405556203375,653,350377.397,645867.3460521229,0.045207605857674554,5,12,0,LLC,722410,19
0.4927586382828248,734,218170.31,245919.89504314645,0.07393000539251551,4,12,0,Sole,722410,21
0.6098354092782077,697,71242.943,86057.08683194284,0.06898806519282491,5,12,0,Partner,458310,27
0.9776412142405069,660,539435.744,161030.74478045068,0.27915773927491644,5,9,1,Sole,441120,20
0.7592944149638335,708,176997.201,114168.98787491518,0.12919241051834504,5,12,1,Corp,459210,11
0.7672437785251203,668,265447.219,68067.49438369685,0.3249804004630959,5,12,0,Sole,445240,18
1.0388396052636393,735,178953.271,206597.67356847748,0.072182674304851,4,10,1,LLC,459210,24
0.6946264292311075,655,388292.913,340689.71560615924,0.09497716328897313,5,8,0,Corp,459210,14
0.391706836000554,542,54072.973,26205.767223612045,0.17194997745661278,6,11,0,Sole,722330,30
0.9905584800214953,686,62517.926,62167.992565998684,0.08380240299919317,5,11,1,LLC,445320,18
0.46047956367519133,739,12165.145,4391.976369738461,0.23082138836591742,4,9,0,Sole,445292,17
